DATE,TIME,val,INJURIES,FATALITIES,PROPERTY LOSS,lat,lon,MAGNITUDE
2011-01-01,00:12:00,50,0,0,0,32.02,-89.97,EG
2011-01-01,00:27:00,50,0,0,0.003,32.66,-89.94,EG
2011-01-01,01:08:00,50,0,0,0.002,32.49,-89.43,EG
2011-01-01,01:20:00,55,0,0,0.002,32.75,-89.23,EG
2011-01-01,01:22:00,55,0,0,0.003,32.6,-89.23,EG
2011-01-01,01:20:00,50,0,0,0,34.09,-87.6,EG
2011-01-01,01:25:00,56,0,0,0.01,32.69,-89.21,EG
2011-01-01,01:25:00,50,0,0,0.005,32.73,-89.11,EG
2011-01-01,01:25:00,57,0,0,0.05,32.76,-89.14,EG
2011-01-01,01:30:00,50,0,0,0.005,32.76,-89.06,EG
2011-01-01,01:39:00,50,0,0,0.002,32.19,-89.69,EG
2011-01-01,01:47:00,50,0,0,0.008,33.53,-88.43,EG
2011-01-01,03:03:00,50,0,0,0.01,32.71,-89.05,EG
2011-01-01,02:10:00,50,0,0,0,33.74,-88.11,EG
2011-01-09,02:30:00,52,0,0,0,28.91,-97.91,EG
2011-01-05,04:30:00,52,0,0,0.001,30.3,-90.97,EG
2011-01-09,04:00:00,52,0,0,0.002,27.23,-98.15,EG
2011-01-01,03:42:00,50,0,0,0.005,32.49,-88.84,EG
2011-01-09,03:30:00,58,0,0,0,27.74,-98.02,MG
2011-01-09,03:45:00,70,0,0,0.5,27.8,-97.68,EG
2011-01-09,03:50:00,70,0,0,0.015,27.85,-97.63,EG
2011-01-09,04:09:00,87,0,0,1,27.91,-97.36,EG
2011-01-05,10:40:00,50,0,0,0,30.2,-85.69,EG
2011-01-09,02:33:00,52,0,0,0.005,28.17,-98.29,EG
2011-01-09,04:27:00,52,0,0,0,28.94,-97.12,EG
2011-01-09,04:23:00,52,0,0,0.01,28.92,-97.09,EG
2011-01-09,04:02:00,60,0,0,0,27.78,-97.51,MG
2011-01-09,04:16:00,51,0,0,0,27.69,-97.34,MG
2011-01-09,03:48:00,52,0,0,0,27.67,-97.75,EG
2011-01-09,03:54:00,78,0,0,0.5,27.86,-97.63,EG
2011-01-09,05:15:00,52,0,0,0.005,28.89,-96.52,EG
2011-01-17,09:20:00,52,0,0,0,27.5,-82.66,EG
2011-01-17,09:27:00,50,0,0,0.015,28.37,-81.24,EG
2011-01-25,15:50:00,50,0,0,0,29.04,-82,EG
2011-01-25,15:45:00,50,0,0,0,29.01,-82.17,EG
2011-01-25,16:00:00,50,0,0,0.01,29.08,-82.04,EG
2011-01-25,16:20:00,61,0,0,0.5,28.57,-81.87,EG
2011-01-25,16:33:00,56,0,0,0.02,28.61,-81.7,EG
2011-01-25,17:13:00,52,0,0,0.005,28.78,-81.29,EG
2011-01-25,18:20:00,52,0,0,0,28.5,-80.57,EG
2011-01-25,18:03:00,52,0,0,0,28.6,-80.73,MG
2011-01-25,17:12:00,52,0,0,0,28.55,-81.3,EG
2011-01-25,17:09:00,52,0,0,0,28.58,-81.32,EG
2011-01-25,17:13:00,55,0,0,0,28.78,-81.24,MG
2011-01-25,17:50:00,50,0,0,0,28.58,-80.84,EG
2011-01-18,15:53:00,52,0,0,0.01,30.03,-91.96,EG
2011-01-25,15:44:00,50,0,0,0,28.47,-82.45,MG
2011-01-25,15:40:00,61,0,0,0.055,28.46,-82.5,EG
2011-01-09,04:29:00,78,0,0,0.4,28.03,-97.09,EG
2011-01-09,04:36:00,61,0,0,0.1,28.65,-96.9,EG
2011-01-09,04:40:00,61,0,0,0.025,28.69,-96.83,EG
2011-01-09,04:40:00,61,0,0,0.05,28.69,-96.82,EG
2011-01-09,04:52:00,52,0,0,0.005,28.61,-96.64,EG
2011-01-09,04:48:00,61,0,0,0.02,28.41,-96.71,EG
2011-01-18,21:15:00,52,0,0,0.01,30.53,-86.5,EG
2011-01-18,20:05:00,52,0,0,0.003,30.28,-87.68,EG
2011-01-25,16:24:00,52,0,0,0,27.92,-82.45,MG
2011-01-25,16:40:00,52,0,0,0.005,27.78,-82.37,EG
2011-01-09,05:10:00,52,0,0,0,28.87,-96.63,EG
2011-01-25,16:08:00,78,1,0,0.032,27.8,-82.67,EG
2011-01-25,16:10:00,61,0,0,0,27.79,-82.67,EG
2011-01-25,21:47:00,54,0,0,0,26.31,-80.1,MG
2011-02-01,02:10:00,52,0,0,0,30.25,-98.92,MG
2011-02-01,03:15:00,61,0,0,0,30.48,-97.57,MG
2011-01-30,16:50:00,50,0,0,0,31.62,-95.59,EG
2011-02-01,12:10:00,60,0,0,0.005,30.54,-91.55,EG
2011-02-01,12:35:00,60,0,0,0.002,30.83,-91.22,EG
2011-02-01,12:35:00,60,0,0,0.002,30.87,-91.03,EG
2011-02-01,12:40:00,60,0,0,0.002,31.24,-90.83,EG
2011-02-01,13:00:00,60,0,0,0.002,30.92,-90.8,EG
2011-02-01,13:20:00,60,0,0,0.002,30.92,-90.53,EG
2011-02-01,13:45:00,60,0,0,0.005,30,-90.48,EG
2011-02-01,14:40:00,60,0,0,0.005,29.9,-90.39,EG
2011-02-01,14:00:00,60,0,0,0.01,30.85,-90.15,EG
2011-02-01,11:10:00,50,0,0,0.005,31.63,-91.56,EG
2011-02-01,10:50:00,50,0,0,0.002,31.37,-91.9,EG
2011-02-01,11:30:00,50,0,0,0.002,31.55,-91.39,EG
2011-02-01,11:50:00,50,0,0,0.002,31.73,-91.09,EG
2011-02-01,12:55:00,50,0,0,0.007,31.6,-90.45,EG
2011-02-01,13:02:00,50,0,0,0,31.41,-90.47,EG
2011-02-01,13:07:00,50,0,0,0,31.49,-90.39,EG
2011-02-01,13:33:00,50,0,0,0.015,31.35,-90.25,EG
2011-02-01,13:50:00,50,0,0,0,31.59,-89.84,EG
2011-02-01,14:11:00,50,0,0,0,31.72,-89.52,EG
2011-02-01,14:28:00,50,0,0,0,31.39,-89.58,EG
2011-02-01,14:34:00,50,0,0,0.003,32.03,-89.2,EG
2011-02-01,14:46:00,50,0,0,0.002,31.21,-89.41,EG
2011-02-01,15:14:00,50,0,0,0.002,32.02,-88.78,EG
2011-02-01,06:48:00,53,0,0,0.01,32.54,-94.35,EG
2011-02-01,06:50:00,53,0,0,0,32.82,-94.17,EG
2011-02-01,08:26:00,51,0,0,0,32.85,-93.21,EG
2011-02-01,08:26:00,52,0,0,0,31.74,-93.4,EG
2011-02-01,08:15:00,53,0,0,0,32.69,-93.74,EG
2011-02-01,08:44:00,52,0,0,0,32.91,-93.01,EG
2011-02-01,08:00:00,52,0,0,0,32.47,-93.8,EG
2011-01-25,21:48:00,56,0,0,0,26.32,-80.15,MG
2011-01-25,22:00:00,56,0,0,0.002,26.33,-80.11,EG
2011-02-01,08:40:00,52,0,0,0.002,30.1,-94.05,EG
2011-02-01,08:46:00,52,0,0,0.002,30.1,-94.01,EG
2011-02-01,08:44:00,52,0,0,0.002,30.12,-94.02,EG
2011-02-01,11:25:00,65,0,0,0.015,30.46,-92.02,EG
2011-02-01,11:05:00,52,0,0,0.005,30.06,-92.4,EG
2011-02-01,10:55:00,52,0,0,0.005,30.57,-92.32,EG
2011-02-01,09:45:00,51,0,0,0.003,29.99,-93.24,MG
2011-02-01,10:35:00,52,0,0,0.005,31.06,-92.13,EG
2011-02-01,10:30:00,61,0,0,0.01,30.64,-92.41,EG
2011-02-01,10:30:00,56,0,0,0.005,31.08,-92.19,EG
2011-02-01,10:45:00,52,0,0,0.003,30.98,-92.07,EG
2011-02-01,09:24:00,52,0,0,0.005,30.6,-93.23,EG
2011-02-01,09:05:00,52,0,0,0.003,30.32,-93.66,EG
2011-02-01,10:35:00,61,0,0,0.01,30.67,-92.34,EG
2011-02-01,10:40:00,56,0,0,0.015,31.14,-92.06,EG
2011-02-01,04:40:00,52,0,0,0.005,30.67,-96.37,EG
2011-02-01,05:00:00,52,0,0,0.002,30.77,-96.07,EG
2011-02-01,05:05:00,56,0,0,0.003,30.16,-96.4,EG
2011-02-01,05:50:00,65,0,0,0.03,30.94,-95.37,EG
2011-02-01,05:40:00,56,0,0,0.002,30.71,-95.55,EG
2011-02-01,06:00:00,56,0,0,0.005,29.32,-96.1,EG
2011-02-01,06:15:00,56,0,0,0.015,30.71,-94.94,EG
2011-02-01,06:45:00,56,0,0,0.005,29.76,-95.48,EG
2011-02-01,06:50:00,56,0,0,0.005,29.05,-95.57,EG
2011-02-01,07:00:00,56,0,0,0.005,30.05,-94.8,EG
2011-02-01,05:30:00,56,0,0,0.01,30.69,-95.82,EG
2011-02-01,17:51:00,52,5,0,0,30.52,-87.48,EG
2011-02-01,17:20:00,52,5,0,0.01,30.42,-87.68,EG
2011-02-01,18:05:00,52,0,0,0.005,30.8,-87.19,EG
2011-02-07,14:27:00,53,0,0,0,28.78,-81.24,MG
2011-02-24,17:45:00,61,0,0,0.2,34.9,-91.2,EG
2011-02-24,17:46:00,65,1,0,0.1,34.91,-91.17,EG
2011-02-24,15:55:00,56,1,0,0.15,34.46,-92.97,EG
2011-02-24,15:45:00,52,0,0,0.01,34.29,-93.23,EG
2011-02-24,15:50:00,52,0,0,0.025,34.5,-93.05,EG
2011-02-24,16:05:00,52,0,0,0.005,34.62,-92.82,EG
2011-02-24,16:05:00,52,0,0,0.01,34.54,-92.81,EG
2011-02-24,16:26:00,52,0,0,0.025,34.55,-92.5,EG
2011-02-24,16:45:00,52,0,0,0.001,34.56,-92.26,EG
2011-02-24,16:47:00,52,0,0,0.01,34.69,-92.13,EG
2011-02-24,16:50:00,52,0,0,0.015,34.7,-92.1,EG
2011-02-24,16:56:00,52,0,0,0.001,35.14,-91.82,EG
2011-02-24,17:10:00,52,0,0,0.01,34.78,-91.75,EG
2011-02-24,17:10:00,56,0,0,0.005,34.8,-91.75,EG
2011-02-24,17:20:00,56,0,0,0,34.78,-91.57,EG
2011-02-24,18:20:00,52,0,0,0.025,33.95,-91.85,EG
2011-02-24,18:35:00,52,0,0,0.02,33.63,-91.8,EG
2011-02-24,19:00:00,52,0,0,0.005,33.63,-91.4,EG
2011-02-24,15:53:00,52,0,0,0.002,34.8,-92.86,EG
2011-02-24,15:55:00,52,0,0,0.001,34.81,-92.82,EG
2011-02-24,15:55:00,52,0,0,0.005,34.8,-92.83,EG
2011-02-24,17:01:00,52,0,0,0.001,34.76,-91.99,EG
2011-02-24,17:01:00,52,0,0,0.008,34.76,-91.98,EG
2011-02-24,17:02:00,52,0,0,0.005,34.76,-91.97,EG
2011-02-24,17:01:00,52,0,0,0.001,34.72,-91.99,EG
2011-02-07,12:30:00,50,0,0,0,29.01,-82.25,MG
2011-02-07,13:20:00,50,0,0,0,29.44,-81.52,EG
2011-02-06,22:40:00,57,0,0,0,31.69,-92.23,EG
2011-02-24,16:30:00,57,0,0,0.01,32.87,-93.88,EG
2011-02-24,16:43:00,54,0,0,0,32.91,-93.7,EG
2011-02-24,16:52:00,52,0,0,0,32.8,-93.58,EG
2011-02-24,17:17:00,52,0,0,0,32.55,-93.48,EG
2011-02-24,17:17:00,53,0,0,0,32.81,-93.37,EG
2011-02-24,17:17:00,53,0,0,0,32.94,-93.29,EG
2011-02-24,17:21:00,57,0,0,0.01,32.94,-93.19,EG
2011-02-24,17:35:00,55,0,0,0,33.27,-92.97,EG
2011-02-24,17:15:00,54,0,0,0,33.23,-93.24,EG
2011-02-24,17:50:00,56,0,0,0,33.22,-92.66,EG
2011-02-24,17:47:00,53,0,0,0,32.33,-93.28,EG
2011-02-24,18:04:00,53,0,0,0,32.25,-93.17,EG
2011-02-24,18:25:00,55,0,0,0,32.53,-92.64,EG
2011-02-24,17:38:00,53,0,0,0,32.33,-93.39,EG
2011-02-24,18:32:00,54,0,0,0,32.67,-92.73,EG
2011-02-24,18:30:00,54,0,0,0,32.47,-92.72,EG
2011-02-24,16:45:00,54,0,0,0.04,32.48,-93.89,EG
2011-02-24,18:55:00,53,0,0,0,32.51,-92.35,EG
2011-02-24,19:07:00,52,0,0,0,32.51,-92.08,EG
2011-02-24,18:55:00,53,0,0,0,32.39,-92.42,EG
2011-02-24,17:00:00,54,1,0,0.01,32.97,-93.45,EG
2011-02-24,19:01:00,52,0,0,0,32.69,-92.06,EG
2011-02-24,17:47:00,54,0,0,0,32.65,-93.03,EG
2011-02-24,19:03:00,54,0,0,0,32.51,-92.29,EG
2011-02-18,23:55:00,56,0,0,0,34.75,-120.5,MG
2011-02-24,18:36:00,52,0,0,0.045,37.03,-88.67,EG
2011-02-24,18:58:00,61,0,0,0.03,36.82,-88.42,EG
2011-02-24,19:52:00,74,0,0,0.06,37.04,-87.58,EG
2011-02-24,19:55:00,67,0,0,0,36.81,-87.49,MG
2011-02-24,18:50:00,52,0,0,0.005,36.73,-88.63,EG
2011-02-24,18:30:00,52,0,0,0.005,36.67,-88.98,EG
2011-02-24,19:35:00,61,0,0,0.012,36.89,-87.87,EG
2011-02-24,18:18:00,74,0,0,0.075,36.55,-89.13,EG
2011-02-24,17:55:00,65,0,0,0.075,36.43,-89.61,EG
2011-02-24,19:25:00,52,0,0,0.005,36.97,-87.87,EG
2011-02-24,18:49:00,78,0,0,0.01,36.55,-88.77,EG
2011-02-24,17:40:00,52,0,0,0,36.42,-89.69,EG
2011-02-24,17:50:00,52,0,0,0.025,34.22,-92.02,EG
2011-02-01,20:40:00,50,0,0,0.02,31.77,-84.78,EG
2011-02-01,20:06:00,50,0,0,0.01,31.21,-85.62,EG
2011-02-01,20:06:00,50,0,0,0.01,31.57,-85.25,EG
2011-02-01,19:59:00,50,0,0,0.005,31.45,-85.65,EG
2011-02-24,19:08:00,52,0,0,0.003,36.68,-88.32,EG
2011-02-24,17:40:00,50,0,0,0,36.35,-89.7,EG
2011-02-24,17:50:00,50,0,0,0,34.91,-91.11,EG
2011-02-24,18:05:00,50,0,0,0,35.01,-90.79,EG
2011-02-24,18:05:00,50,0,0,0.002,35.07,-90.82,EG
2011-02-24,18:05:00,70,0,0,0,35.6,-90.58,EG
2011-02-24,18:20:00,83,0,0,0,35.66,-90.29,EG
2011-02-24,18:29:00,50,0,0,0,35.4,-90.26,EG
2011-02-24,18:30:00,50,0,0,0,36.29,-89.41,EG
2011-02-24,18:30:00,74,0,0,0,35.22,-90.33,EG
2011-02-24,18:45:00,83,0,0,0,35.27,-90.16,EG
2011-02-24,18:40:00,54,0,0,0,35.69,-90.04,EG
2011-02-24,19:05:00,50,0,0,0,35.05,-89.87,EG
2011-02-24,00:00:00,65,0,0,0.005,34.76,-87.97,EG
2011-02-24,00:00:00,56,0,0,0.006,34.39,-87.27,EG
2011-02-24,00:00:00,56,0,0,0.006,34.42,-87.26,EG
2011-02-24,00:00:00,56,0,0,0.006,34.42,-87.17,EG
2011-02-24,00:00:00,52,0,0,0.006,34.57,-87.37,EG
2011-02-24,00:00:00,52,0,0,0.006,34.44,-87.17,EG
2011-02-24,00:00:00,50,0,0,0.01,34.45,-86.94,EG
2011-02-24,00:00:00,50,0,0,0.003,34.48,-86.87,EG
2011-02-24,00:00:00,52,0,0,0.004,34.71,-86.71,EG
2011-02-24,00:00:00,52,0,0,0.007,34.86,-87.87,EG
2011-02-24,00:00:00,56,0,0,0,34.8,-87.68,EG
2011-02-24,00:00:00,52,0,0,0.008,34.34,-87.69,EG
2011-02-01,19:02:00,52,0,0,0.005,31.3,-86.48,EG
2011-02-01,19:07:00,52,0,0,0.005,31.02,-86.35,EG
2011-02-01,19:12:00,61,0,0,0.01,31,-86.33,EG
2011-02-01,18:37:00,52,0,0,0.005,30.6,-87.08,EG
2011-02-01,18:19:00,52,0,0,0.005,30.81,-87,EG
2011-02-01,18:33:00,52,0,0,0.005,30.6,-87.02,EG
2011-02-24,19:05:00,78,0,0,0,35.73,-89.55,EG
2011-02-24,19:30:00,50,0,0,0,35.32,-89.35,EG
2011-02-24,19:30:00,50,0,0,0,35.8,-89.23,EG
2011-02-16,18:00:00,50,0,0,0.035,37.13,-113.49,EG
2011-02-16,19:12:00,50,0,0,0.003,40.64,-112.3,EG
2011-02-16,18:44:00,53,0,0,0,41.74,-111.87,MG
2011-02-24,19:41:00,50,0,0,0,35.97,-88.98,EG
2011-02-24,19:30:00,50,0,0,0,35.32,-89.35,EG
2011-02-24,19:55:00,70,0,0,0.025,35.63,-88.83,EG
2011-02-24,19:51:00,56,0,0,0,35.6,-88.92,MG
2011-02-24,20:00:00,87,0,0,0,35.39,-88.84,EG
2011-02-24,20:10:00,50,0,0,0,35.96,-88.46,EG
2011-02-24,19:55:00,50,0,0,0,35.57,-88.83,EG
2011-02-24,18:55:00,50,0,0,0.001,32.85,-91.91,EG
2011-02-24,19:00:00,55,0,0,0.012,32.86,-91.91,EG
2011-02-24,19:00:00,50,0,0,0,33.53,-91.44,EG
2011-02-24,19:12:00,50,0,0,0.015,33.06,-91.57,EG
2011-02-24,19:20:00,56,0,0,0,33.2,-91.26,EG
2011-02-24,19:30:00,70,0,0,0.15,33.31,-91.09,EG
2011-02-24,19:30:00,60,0,0,0.04,33.74,-90.73,EG
2011-02-24,19:30:00,60,0,0,0.05,33.12,-91.26,EG
2011-02-24,19:38:00,60,0,0,0.025,33.23,-91.05,EG
2011-02-24,19:40:00,70,0,0,0.04,33.87,-90.5,EG
2011-02-24,19:50:00,60,0,0,0.03,33.17,-90.85,EG
2011-02-24,19:50:00,65,0,0,0.06,33.45,-90.64,EG
2011-02-24,19:45:00,53,0,0,0.004,32.88,-91.23,EG
2011-02-28,00:05:00,52,0,0,0,36.32,-93,EG
2011-02-24,23:30:00,50,0,0,0.025,36.84,-84.86,EG
2011-02-24,23:50:00,50,0,0,0.01,37,-84.17,EG
2011-02-25,00:45:00,50,0,0,0,37.38,-83.25,EG
2011-02-24,20:22:00,54,0,0,0.002,37.3,-87.13,MG
2011-02-24,20:25:00,56,0,0,0,36.98,-87.15,EG
2011-02-27,19:11:00,52,0,0,0,38.2,-95.28,EG
2011-02-25,12:45:00,50,0,0,0,39.03,-75.72,MG
2011-02-25,12:25:00,50,0,0,0,39.45,-75.73,EG
2011-02-25,12:15:00,50,0,0,0,39.83,-75.15,EG
2011-02-25,12:20:00,50,0,0,0,40.01,-74.83,EG
2011-02-25,12:15:00,52,0,0,0,39.89,-75.07,EG
2011-02-25,13:00:00,65,0,0,0.05,40.07,-74.22,EG
2011-02-25,13:20:00,65,0,0,0.025,39.94,-74.07,EG
2011-02-27,20:24:00,52,0,0,0.005,37.35,-95.02,EG
2011-02-27,20:52:00,56,0,0,0.005,37.41,-94.7,EG
2011-02-27,22:25:00,52,0,0,0.001,37.46,-93.77,EG
2011-02-27,20:52:00,52,0,0,0.005,37.41,-94.38,EG
2011-02-27,21:25:00,56,0,0,0.01,38.2,-92.83,EG
2011-02-27,22:00:00,52,0,0,0.005,38.31,-92.36,EG
2011-02-27,22:10:00,52,0,0,0.005,37.62,-93.24,EG
2011-02-27,16:23:00,55,0,0,0.01,36.29,-87.7,EG
2011-02-25,12:32:00,56,0,0,0,39.14,-76.75,EG
2011-02-25,12:55:00,52,0,0,0,38.74,-76.9,EG
2011-02-27,18:25:00,70,0,0,0.2,39.51,-92.44,EG
2011-02-27,18:05:00,52,0,0,0,39.34,-92.59,EG
2011-02-24,21:15:00,55,0,0,0.01,36.09,-87.4,EG
2011-02-24,21:18:00,55,0,0,0.025,36.1,-87.37,EG
2011-02-24,21:10:00,61,0,0,0.1,35.78,-87.47,EG
2011-02-24,21:15:00,60,0,0,0.01,36.56,-87.22,EG
2011-02-24,21:15:00,55,0,0,0.025,36.57,-87.38,EG
2011-02-24,21:30:00,55,0,0,0.01,35.95,-87.12,EG
2011-02-24,22:00:00,55,0,0,0.01,36.16,-86.7,EG
2011-02-24,21:56:00,52,0,0,0.003,34.76,-87.97,EG
2011-02-24,22:13:00,52,0,0,0,34.84,-87.8,EG
2011-02-24,21:20:00,55,0,0,0.05,36.08,-87.38,EG
2011-02-24,21:56:00,56,0,0,0.005,34.73,-87.71,EG
2011-02-24,22:23:00,55,0,0,0,34.51,-87.73,MG
2011-02-24,22:25:00,56,0,0,0.008,34.38,-87.29,EG
2011-02-24,21:58:00,55,0,0,0.01,36.19,-86.75,EG
2011-02-25,00:00:00,55,0,0,0.01,35.38,-85.38,EG
2011-02-25,00:30:00,52,0,0,0.008,35.2,-85.53,EG
2011-02-24,22:55:00,56,0,0,0.008,34.44,-86.89,EG
2011-02-24,22:37:00,52,0,0,0.008,34.8,-87.22,EG
2011-02-25,00:15:00,52,0,0,0.008,36.1,-84.6,EG
2011-02-24,23:13:00,56,0,0,0.012,34.41,-86.95,EG
2011-02-25,00:30:00,52,0,0,0.015,35.48,-85.02,EG
2011-02-24,23:13:00,56,0,0,0.005,34.37,-87.02,EG
2011-02-24,23:15:00,52,0,0,0.002,34.45,-86.99,EG
2011-02-25,00:42:00,55,0,0,0.008,35.93,-84.55,EG
2011-02-24,23:10:00,52,0,0,0.002,34.86,-86.7,EG
2011-02-24,23:10:00,52,0,0,0.002,34.86,-86.7,EG
2011-02-25,00:45:00,55,0,0,0.02,35.05,-85.28,EG
2011-02-24,23:30:00,53,0,0,0,34.18,-86.84,MG
2011-02-24,23:50:00,52,0,0,0.002,34.32,-86.5,EG
2011-02-24,23:15:00,52,0,0,0,34.75,-86.58,EG
2011-02-25,00:30:00,50,0,0,0.002,34.27,-85.86,EG
2011-02-25,01:00:00,52,0,0,0.005,35.48,-85.02,EG
2011-02-25,01:00:00,52,0,0,0.005,35.52,-84.8,EG
2011-02-25,01:12:00,55,0,0,0.015,35.97,-83.93,EG
2011-02-25,01:15:00,55,0,0,0.008,35.17,-84.88,EG
2011-02-25,01:15:00,55,0,0,0.015,36.06,-83.93,EG
2011-02-25,01:30:00,52,0,0,0.005,35.47,-84.57,EG
2011-02-25,01:30:00,52,0,0,0.012,35.6,-84.47,EG
2011-02-25,01:30:00,55,0,0,0.012,35.52,-84.37,EG
2011-02-25,01:30:00,52,0,0,0.005,35.18,-84.67,EG
2011-02-25,01:45:00,55,0,0,0.015,35.87,-83.57,EG
2011-02-25,01:50:00,52,0,0,0.008,35.39,-84.48,EG
2011-02-27,23:10:00,52,0,0,0,35.26,-94.92,EG
2011-02-27,23:46:00,61,0,0,0,35.28,-94.46,EG
2011-02-27,23:20:00,61,0,0,0,35.99,-94.2,EG
2011-02-25,02:15:00,50,0,0,0.008,35.05,-83.99,EG
2011-02-27,21:08:00,56,0,0,0.003,40.48,-86.11,EG
2011-02-24,21:58:00,55,0,0,0.025,36.05,-86.74,EG
2011-02-24,21:58:00,56,0,0,0.001,36.17,-86.61,EG
2011-02-24,21:55:00,55,0,0,0.05,35.96,-86.77,EG
2011-02-24,22:08:00,55,0,0,0.005,36.01,-86.59,EG
2011-02-24,20:45:00,55,0,0,0.05,36.42,-87.84,EG
2011-02-24,22:05:00,55,0,0,0.1,36.16,-86.62,EG
2011-02-24,22:05:00,55,0,0,0.003,36.23,-86.59,EG
2011-02-24,21:58:00,55,0,0,0.005,36.24,-86.63,EG
2011-02-24,22:05:00,55,0,0,0.005,36.31,-86.61,EG
2011-02-24,23:20:00,55,0,0,0.025,35.96,-85.82,EG
2011-02-24,23:25:00,55,0,0,0.01,35.39,-86.23,EG
2011-02-24,23:30:00,55,0,0,0,36.43,-85.28,EG
2011-02-24,23:30:00,55,0,0,0.01,36.13,-85.34,EG
2011-02-25,00:08:00,55,0,0,0.025,35.95,-85.03,EG
2011-02-24,21:42:00,52,0,0,0,36.99,-86.46,MG
2011-02-24,23:23:00,52,0,0,0,37.2,-84.81,EG
2011-02-25,00:30:00,50,0,0,0.003,34.63,-85.74,EG
2011-02-25,00:44:00,50,0,0,0.003,34.58,-85.59,EG
2011-02-24,21:51:00,74,0,0,0.25,36.19,-86.76,EG
2011-02-24,21:55:00,70,0,0,0.05,36.21,-86.68,EG
2011-02-24,21:58:00,74,0,0,0.25,36.23,-86.64,EG
2011-02-24,22:01:00,74,0,0,0.075,36.25,-86.59,EG
2011-02-24,23:35:00,70,0,0,0.1,36.62,-85.05,EG
2011-02-27,13:45:00,56,0,0,0.005,37.69,-97.26,EG
2011-02-27,20:59:00,52,0,0,0,37.04,-95.82,EG
2011-02-24,23:20:00,50,0,0,0.001,34.21,-86.86,EG
2011-02-27,22:34:00,61,0,0,0,38.5,-91.4,EG
2011-02-27,22:20:00,70,0,0,0,38.41,-91.64,EG
2011-02-27,22:30:00,52,0,0,0,38.69,-91.44,EG
2011-02-27,22:30:00,52,0,0,0,38.35,-91.5,EG
2011-02-27,21:07:00,52,0,0,0.01,39.57,-90.24,EG
2011-02-27,20:55:00,52,0,0,0.015,39.63,-90.47,EG
2011-02-27,21:40:00,52,0,0,0.005,39.82,-89.4,EG
2011-02-27,20:35:00,52,0,0,0.025,40.07,-90.43,EG
2011-02-27,22:40:00,61,0,0,0,38.41,-91.33,EG
2011-02-27,22:42:00,61,0,0,0,38.5,-91.23,EG
2011-02-27,22:45:00,52,0,0,0,38.42,-91.19,EG
2011-02-27,22:50:00,56,0,0,0,38.45,-91,EG
2011-02-27,22:50:00,70,0,0,0,38.56,-91.04,EG
2011-02-25,13:10:00,50,0,0,0,39.95,-74.2,EG
2011-02-24,23:07:00,52,0,0,0,37.7,-84.77,EG
2011-02-24,20:50:00,56,0,0,0.02,36.75,-86.86,EG
2011-02-24,20:50:00,52,0,0,0,37,-86.95,EG
2011-02-24,20:56:00,52,0,0,0,37.31,-86.58,EG
2011-02-24,21:35:00,70,0,0,0.01,36.75,-86.9,EG
2011-02-24,22:00:00,61,0,0,0.02,36.97,-86.44,EG
2011-02-24,22:10:00,50,0,0,0,36.71,-86.47,EG
2011-02-24,22:15:00,52,0,0,0,36.99,-86.08,EG
2011-02-24,22:20:00,52,0,0,0.005,36.97,-86.14,EG
2011-02-24,23:00:00,52,0,0,0,37.1,-85.31,EG
2011-02-24,22:00:00,52,0,0,0,37.45,-85.75,EG
2011-02-24,22:00:00,52,0,0,0,37.47,-85.74,EG
2011-02-24,23:35:00,70,0,0,0,36.62,-85.05,EG
2011-02-24,22:15:00,61,0,0,0.04,36.98,-86.12,EG
2011-02-24,22:55:00,52,0,0,0,37.35,-85.25,EG
2011-02-24,22:58:00,52,0,0,0,37.68,-84.97,EG
2011-02-27,22:51:00,56,0,0,0,38.35,-90.98,EG
2011-02-27,23:02:00,65,0,0,0,38.58,-90.77,EG
2011-02-27,18:42:00,78,0,0,0,39.67,-92.09,EG
2011-02-27,19:39:00,76,0,0,0.1,39.73,-91.45,MG
2011-02-27,21:45:00,65,0,0,0,39.38,-91.59,EG
2011-02-27,20:20:00,65,0,0,0,39.97,-90.75,MG
2011-02-27,22:00:00,65,0,0,0,39.49,-91.29,EG
2011-02-27,22:16:00,52,0,0,0,39.55,-91.17,MG
2011-02-27,23:10:00,59,0,0,0,38.66,-90.66,MG
2011-02-27,23:10:00,52,0,0,0,38.7,-90.68,EG
2011-02-27,22:50:00,56,0,0,0,38.59,-91,EG
2011-02-27,22:52:00,65,0,0,0,38.58,-90.96,EG
2011-02-27,23:15:00,56,0,0,0,38.8,-90.7,EG
2011-02-27,23:15:00,52,0,0,0,38.59,-90.59,EG
2011-02-27,22:05:00,70,0,0,0.018,38.44,-91.99,EG
2011-02-27,23:22:00,61,0,0,0,38.52,-90.4,EG
2011-02-27,23:20:00,58,0,0,0,38.75,-90.44,MG
2011-02-27,23:25:00,87,0,0,0,38.63,-90.32,EG
2011-02-27,23:30:00,56,0,0,0,38.43,-90.31,EG
2011-02-27,23:27:00,56,0,0,0,38.62,-90.28,EG
2011-02-27,23:39:00,62,0,0,0,38.73,-89.96,MG
2011-02-27,23:35:00,61,0,0,0,38.62,-90.13,EG
2011-02-27,23:46:00,52,0,0,0,38.89,-90.05,MG
2011-02-27,20:05:00,61,0,0,0,39.61,-91.07,EG
2011-02-27,23:50:00,61,0,0,0,38.48,-89.75,EG
